Fecha,%Cal,%Yes,M325,Blaine,SO3,SiO2,Al2O3,Fe2O3,MgO,CaO,K2O,Na2O,CO2,LOI,Alita,Arcanite,Aphthitalite,Belita,Calcite,Cal libre,C3S_M1,C3S_M3,C3A_Cubic,C3A_Ortho,C3A_total,Ferrita,Gypsum,Hemidrato,Periclasa,Quartz,Thaumasite,Fluid,FV_Fin,FV_In,1d,3d,7d,28d,M100,M200,Humedad_Residual,Insoluble
2023-4-27 12:00 AM,4.1,4.59,3.26,3140,2.84,19.09,5.66,3.52,2.87,62.59,0.79,0.32,1.55,2.31,56.6,1.8,1.5,12.3,2.3,0.38,17.3,39.3,6.9,0.2,7,9.1,2.8,1.6,1.8,0.2,0,118,242,134,167,308,375,465,0.09,0.54,0.69,1.05
2023-4-28 12:00 AM,4.1,4.43,3.79,3140,2.79,18.96,5.69,3.38,2.9,62.28,0.79,0.3,1.43,2.45,56.4,2.3,1.4,11.1,2,0.43,17.6,38.8,7.4,0.3,7.7,8.5,2.9,1.3,2,0.2,1.5,114,247,118,168,300,382,439,0.16,0.73,0.72,0.89
2023-4-29 12:00 AM,4.1,4.52,4.9,3080,2.82,19.21,5.75,3.42,2.91,62.73,0.78,0.3,1.53,2.58,56.6,1.8,1.4,11.1,2.4,0.4,19.7,36.9,7,0.3,7.3,9.1,3.2,0.9,2,0.2,0,113,246,114,172,283,367,438,0.14,0.71,0.79,0.9
2023-4-30 12:00 AM,4.1,4.57,4.08,3120,2.94,18.98,5.67,3.39,2.83,62.2,0.78,0.3,1.53,2.51,56.2,1.8,1.3,11.8,2.1,0.31,19.5,36.7,6.9,0.2,7.1,9.1,3.3,1.1,1.7,0.2,1.2,112,247,126,156,276,358,429,0.86,1.89,0.8,0.83
2023-5-3 12:00 AM,4.1,4.51,4.89,3130,2.78,19.35,5.7,3.5,2.88,62.42,0.76,0.3,1.5,2.31,55.3,1.8,1.5,13,2.4,0.3,19.2,36.1,6.8,0.3,7.1,9.3,2.3,2.1,1.8,0.2,0,114,245,134,156,279,342,421,0.91,2.06,0.62,0.96
2023-5-4 12:00 AM,4.1,4.54,4.68,3200,2.79,19.35,5.65,3.44,2.8,62.26,0.76,0.29,1.48,2.14,55.3,1.7,1.4,14,2.3,0.3,17.4,37.9,6.5,0.2,6.7,9.4,1.5,2.8,1.9,0.2,0.1,118,241,135,154,286,367,437,1.06,2.13,0.5,0.91
2023-5-5 12:00 AM,4.1,4.59,4.32,3180,2.79,19.29,5.65,3.36,2.83,62.43,0.75,0.28,1.46,2.29,58,2,1.5,11.5,2.4,0.4,21.6,36.4,7,0.3,7.3,8.5,2.2,2.2,1.7,0.3,0.1,120,245,131,156,283,365,439,0.94,1.96,0.6,0.96
2023-5-6 12:00 AM,4.1,4.61,4.32,3180,2.85,19.28,5.63,3.36,2.83,62.6,0.76,0.28,1.49,2.29,56.2,1.9,1.1,11.6,2.6,0.37,18.1,38.1,6.7,0.4,7.1,8.7,2.1,2.3,1.8,0.2,0.9,119,239,123,163,303,375,474,0.82,2.03,0.57,0.74
2023-5-7 12:00 AM,4.1,4.55,4.01,3210,2.85,19.34,5.6,3.38,2.82,62.51,0.76,0.28,1.49,2.3,59.8,1.9,1.5,8.5,2.5,0.27,19.9,40,6.2,0,6.3,10,2,2.5,1.6,0.1,0,118,243,139,173,318,401,498,0.12,0.68,0.58,0.77
2023-5-8 12:00 AM,4.1,4.55,4.2,3150,2.63,19.42,5.55,3.2,2.86,62.78,0.72,0.28,1.55,2.33,56.8,2,1.5,12,2.4,0.23,19.4,37.5,6,0.1,6,9.5,2.4,2,1.8,0.1,1.1,117,245,136,173,309,393,490,0.96,2.03,0.59,0.71
2023-5-9 12:00 AM,4.1,4.64,3.64,3160,2.74,19.33,5.5,3.13,2.84,62.78,0.75,0.28,1.54,2.58,58.7,2,1.3,10.1,2.3,0.49,19.3,39.4,6.6,0.5,7,8.6,3.1,1.5,1.7,0.2,0.1,117,248,136,166,312,391,467,0.64,0.98,0.77,1.05
2023-5-10 12:00 AM,4.1,4.79,4.16,3150,2.77,19.37,5.59,3.36,2.83,62.22,0.74,0.31,1.62,2.77,58.4,2,1.3,9.9,2.5,0.43,18.8,39.6,6.8,0.5,7.3,9.1,3.4,1.4,1.5,0.2,0.1,117,247,130,174,319,416,480,0.11,0.65,0.85,0.85
2023-5-11 12:00 AM,4.1,4.77,3.13,3180,2.75,19.87,5.46,3.37,2.83,62.91,0.73,0.29,1.7,2.39,59.8,1.9,1.5,9,2.3,0.35,18.6,41.2,6.3,0.3,6.5,9.3,3.1,1.6,1.7,0.3,0,120,251,121,174,300,400,469,0.15,0.65,0.67,0.94
2023-5-12 12:00 AM,4.1,4.94,3.76,3170,2.78,19.91,5.41,3.39,2.82,63.37,0.72,0.29,1.49,2.51,59.9,1.9,1.3,9.8,2.4,0.38,19.5,40.4,5.5,0.2,5.6,9.5,3,1.2,1.5,0.2,0,119,251,126,165,299,386,477,0.11,0.67,0.75,0.99
2023-5-13 12:00 AM,4.1,4.95,3.91,3190,2.8,19.79,5.5,3.41,2.8,62.86,0.73,0.3,1.57,2.59,59,1.7,1.4,9.7,2.6,0.43,20.5,38.5,5.9,0.3,6.2,9.6,3.3,1,1.5,0.3,0,117,248,130,172,309,388,445,0.16,0.69,0.8,0.96
2023-5-14 12:00 AM,4.1,4.93,4.07,3160,2.76,19.96,5.4,3.36,2.65,62.7,0.72,0.28,1.57,2.38,57.8,2,1.3,11.6,2.1,0.32,20.6,37.2,5.3,0,5.4,9.3,2.9,1.2,1.6,0.1,1.4,117,247,140,177,321,415,453,0.11,0.65,0.73,1.1
2023-5-15 12:00 AM,4.1,4.84,4.89,3190,2.94,19.31,5.41,3.38,2.59,62.51,0.72,0.26,1.48,2.51,59.4,2.3,1.3,10.8,2.1,0.49,20.2,39.2,5.6,0.1,5.7,9.7,3.9,0.7,1.4,0.2,0.4,117,255,133,148,288,360,443,0.26,0.74,0.86,0.82
2023-5-16 12:00 AM,4.1,4.76,3.27,3190,2.79,19.62,5.43,3.34,2.6,62.98,0.72,0.26,1.49,2.46,59.7,2.1,1.2,9.5,2.4,0.39,20.7,39,5.4,0.2,5.6,10.2,3.2,1.2,1.3,0.2,0.1,117,246,139,172,319,414,458,0.11,0.53,0.78,0.95
2023-5-17 12:00 AM,4.1,4.87,5.06,3160,2.87,19.55,5.44,3.39,2.63,62.87,0.74,0.27,1.52,2.52,57.1,2.2,1.3,11.1,2.3,0.27,20.2,36.9,5.3,0.1,5.4,9.6,3.3,1.1,1.4,0.1,1.2,116,243,138,164,297,379,454,0.12,0.84,0.77,0.98
2023-5-18 12:00 AM,4.1,4.74,4.2,3170,2.81,19.43,5.48,3.36,2.71,62.51,0.74,0.27,1.55,2.55,57,1.8,1.3,10.8,2.6,0.66,19.7,37.3,5.9,0.1,6,8.8,3.2,0.9,1.7,0.2,2,118,240,142,162,284,380,455,0.13,0.73,0.78,0.89
2023-5-19 12:00 AM,4.1,4.56,3.7,3170,2.84,19.38,5.55,3.42,2.77,62.27,0.75,0.28,1.6,2.62,57.1,2.2,1.2,10.7,2.3,0.27,18.8,38.3,6.1,0.3,6.4,9,3.7,0.6,1.5,0.3,1.9,117,245,122,171,292,364,440,0.13,0.69,0.83,0.99
2023-5-20 12:00 AM,4.1,4.66,4.13,3160,2.77,19.42,5.44,3.41,2.66,62.58,0.73,0.27,1.6,2.56,56.7,2,1.3,10.9,2.2,0.38,18.6,38.1,5.9,0.2,6.1,9.4,3.5,0.8,1.5,0.2,1.8,109,245,119,164,311,369,453,0.12,0.67,0.8,0.99
2023-5-21 12:00 AM,4.1,4.65,3.65,3190,2.79,19.51,5.43,3.47,2.66,62.43,0.73,0.28,1.6,2.43,58.1,1.9,1.4,11.4,2.5,0.2,16.1,42,5.2,0,5.2,10.3,3,1.3,1.3,0.1,0.1,110,246,140,158,299,369,438,0.42,1.12,0.71,0.77
2023-5-22 12:00 AM,4.1,4.54,3.15,3200,2.81,19.38,5.51,3.42,2.75,62.46,0.75,0.28,1.54,2.5,57.1,2.1,1.4,10.8,2.3,0.3,17.8,39.4,5.7,0.1,5.8,9.7,2.8,1.6,1.5,0.2,1,114,240,136,175,308,395,469,0.36,1.05,0.71,0.78
2023-5-23 12:00 AM,4.1,4.41,3.63,3100,2.97,18.91,5.57,3.28,2.78,62.29,0.81,0.27,1.61,2.31,58.6,2,1.5,9.3,2.4,0.33,16.3,42.2,6.4,0,6.4,9.7,2.2,2.3,1.6,0.1,0,120,244,144,175,309,404,477,0.29,0.96,0.59,0.75
2023-5-24 12:00 AM,4.1,4.14,4.62,3190,2.85,19.08,5.69,3.19,2.83,62.28,0.82,0.28,1.54,2.38,58.5,2.2,1.3,9.2,2.4,0.26,20,38.5,7.7,0.1,7.8,8.7,2.3,2,1.8,0.2,0,118,252,134,162,299,386,467,0.45,1.33,0.59,0.84
2023-5-25 12:00 AM,4.1,4.24,3.84,3140,2.92,18.96,5.61,3.28,2.76,62.18,0.81,0.29,1.54,2.17,58.8,2.1,1.5,9.2,2.2,0.14,20.1,38.8,6.9,0,7,9.2,1.5,2.7,1.5,0.2,1.1,119,244,140,175,315,397,474,0.41,0.98,0.45,0.91
2023-5-26 12:00 AM,4.1,4.29,4.66,3170,2.95,18.87,5.65,3.21,2.81,62.29,0.81,0.3,1.53,2.33,57.7,2.1,1.5,9.1,2.8,0.3,19.3,38.3,7.2,0,7.2,8.3,2,2.5,1.7,0.2,1.2,111,243,132,176,304,382,446,0.26,0.96,0.54,0.86
2023-5-27 12:00 AM,4.1,3.99,4.12,3210,2.92,18.75,5.72,3.17,2.89,61.97,0.82,0.3,1.62,2.24,57.7,1.9,1.5,9.6,2.6,0.33,19.6,38.2,7.9,0,7.9,8,1.1,3.2,1.8,0.2,1,107,242,133,174,303,384,452,0.39,1.12,0.43,0.93
2023-5-28 12:00 AM,9,3.67,4.94,3200,2.85,19,5.77,3.14,2.91,61.95,0.82,0.29,2.93,2.41,57.1,1.8,1.5,11.4,2.6,0.17,19.2,38,8.1,0.1,8.2,8,2.1,1.9,1.9,0.2,0,107,242,135,176,318,401,488,0.13,0.74,0.58,1.02
2023-5-29 12:00 AM,4.1,3.94,4.63,3161,2.86,18.81,5.79,3.09,2.9,61.83,0.82,0.29,1.64,2.33,55.8,1.8,1.5,11,2.3,0.17,19.5,36.3,8.5,0,8.5,7.6,2.1,1.9,1.7,0.2,1.9,109,244,145,171,316,397,476,,,0.56,0.82
2023-5-30 12:00 AM,4.1,3.8,4.35,3190,2.8,18.77,5.84,3.01,2.9,61.95,0.83,0.3,1.57,2.29,55.5,2,1.4,12.3,2.3,0.27,20,35.6,9.3,0,9.3,6.7,1.9,1.9,1.9,0.2,1.6,109,243,133,169,313,390,461,0.15,0.78,0.51,0.92
2023-5-31 12:00 AM,4.1,3.7,4.03,3170,2.82,18.95,5.81,3,2.88,62.39,0.83,0.3,1.61,2.37,57.7,1.9,1.5,10.1,2.2,0.24,19.3,38.3,9.1,0,9.1,6.8,1.8,2.2,1.6,0.2,1.3,118,245,127,183,328,411,481,0.16,0.73,0.55,0.82
2023-6-1 12:00 AM,4.1,3.76,4.85,3110,2.86,18.76,5.78,3.07,2.84,62.22,0.83,0.29,1.64,2.34,55.6,2,1.6,10.6,2.7,0.21,19.2,36.4,9,0,9,7.1,2,2.2,1.7,0.3,1.6,118,238,137,171,322,417,464,0.18,0.8,0.53,0.78
2023-6-2 12:00 AM,4.1,3.98,4.76,3110,2.82,18.86,5.86,3.1,2.91,62.06,0.85,0.3,1.62,2.33,55.7,1.7,1.5,10.2,2.3,0.36,18.2,37.4,8.9,0,8.9,7.3,2,2.1,1.7,0.2,2.1,118,245,126,175,316,408,460,0.17,0.82,0.57,0.85
2023-6-3 12:00 AM,4.1,3.95,3.93,3180,2.83,18.88,5.8,3.2,2.87,62.09,0.83,0.3,1.59,2.34,56.6,1.8,1.3,11,2.4,0.28,19.2,37.4,8.1,0,8.1,8.1,1.8,2.3,1.6,0.2,1.5,118,250,120,174,304,380,435,0.15,0.69,0.51,0.88
2023-6-4 12:00 AM,4.1,3.93,3.91,3230,2.82,18.98,5.79,3.23,2.85,61.86,0.84,0.31,1.59,2.31,56.8,1.6,1.4,9.6,2.6,0.19,19.4,37.4,7.4,0.3,7.7,8.5,2.2,1.9,1.7,0.3,2.1,118,257,125,164,302,381,466,0.11,0.44,0.55,0.76
2023-6-5 12:00 AM,4.1,4.26,5.1,3130,2.89,18.84,5.74,3.2,2.82,62.22,0.83,0.32,1.59,2.45,56.5,1.8,1.5,10.9,2.5,0.23,19.7,36.8,7,0.1,7.1,8.4,2.4,1.4,1.8,0.2,2.1,116,248,138,171,305,383,460,0.42,1.16,0.63,0.81
2023-6-6 12:00 AM,4.1,4.06,4.36,3180,2.83,18.93,5.76,3.24,2.81,62.15,0.82,0.32,1.63,2.27,57.4,2.1,1.6,11,2.3,0.16,21.4,36,7.8,0,7.8,8.9,2,2.4,1.7,0.2,0.1,117,252,136,173,321,395,469,0.16,0.72,0.5,0.89
2023-6-7 12:00 AM,4.1,4.13,4.29,3120,2.81,19.01,5.65,3.42,2.78,62.18,0.8,0.31,1.63,2.36,58.8,1.8,1.5,9.8,2.5,0.4,21.3,37.5,6.1,0,6.1,10,2.1,2.1,1.6,0.2,0,119,249,143,180,319,388,488,0.16,0.71,0.37,0.87
2023-6-8 12:00 AM,4.1,4.01,3.86,3150,3,19.12,5.67,3.44,2.78,61.8,0.8,0.31,1.61,2.41,58,1.9,1.5,11.3,2.4,0.23,20.8,37.2,6,0,6,10,2.1,2.1,1.5,0.3,0,116,250,143,185,320,391,484,0.17,0.75,0.58,0.93
2023-6-9 12:00 AM,4.1,3.83,4.08,3170,2.85,19.2,5.61,3.45,2.78,61.77,0.79,0.3,1.61,2.28,58.5,1.7,1.5,10.3,2.5,0.15,19.5,39,6.2,0,6.2,10.2,1.9,1.9,1.6,0.3,0,120,249,159,168,296,392,472,0.14,0.74,0.52,1.01
2023-6-10 12:00 AM,4.1,3.87,4.6,3140,2.81,19.18,5.59,3.49,2.76,61.96,0.78,0.29,1.56,2.38,57.9,1.7,1.4,10.9,2.6,0.17,21,36.9,5.9,0,5.9,10.3,1.8,1.9,1.7,0.2,0,117,247,141,171,306,398,459,0.17,0.83,0.55,0.98
2023-6-11 12:00 AM,4.1,3.91,4.14,3130,2.82,19.11,5.6,3.53,2.75,61.97,0.78,0.29,1.56,2.23,56.7,1.8,1.4,12.7,2.3,0.1,20.4,36.3,5.8,0,5.8,10.3,1.5,2.2,1.6,0.2,0.1,118,242,149,168,293,386,465,0.15,0.79,0.52,0.91
2023-6-12 12:00 AM,4.1,3.77,4.36,3210,2.76,19.13,5.63,3.62,2.75,62.08,0.76,0.28,1.53,3.12,58.6,2,1.3,9.2,3.8,0.23,14.8,43.8,5.9,0,6,10.4,1.4,0.2,2.3,0.3,1,115,247,143,155,295,393,481,0.16,0.85,0.57,1.49
2023-6-13 12:00 AM,4.1,4.14,4.24,3130,2.78,19.13,5.57,3.52,2.74,61.98,0.76,0.28,2.33,2.35,57.9,2,1.4,11.1,2.5,0.25,19.4,38.5,6,0.2,6.2,10.3,2.2,1.6,1.8,0.1,0.1,115,248,145,156,295,381,476,0.17,0.76,0.58,0.96
2023-6-14 12:00 AM,4.1,4.3,3.69,3280,2.79,19.17,5.63,3.46,2.8,62.43,0.77,0.28,1.59,2.39,58.3,2,1.2,11,2.5,0.22,18.3,39.9,6.4,0.2,6.6,9.8,1.7,1.9,1.7,0.1,0,117,240,145,167,298,402,487,0.47,1.14,0.54,1.02
2023-6-15 12:00 AM,4.1,4.24,4.42,3130,2.79,19.21,5.53,3.54,2.77,62.42,0.75,0.26,1.65,2.35,58.2,1.9,1.2,10.6,2.3,0.21,18.3,39.9,5.5,0.2,5.7,10.4,1.8,2.2,1.8,0.2,1.1,120,252,150,159,294,398,484,0.48,1.15,0.56,0.98
2023-6-16 12:00 AM,4.1,4.19,3.93,3200,2.81,19.24,5.61,3.45,2.85,61.99,0.78,0.28,1.61,2.3,58.3,2,1.4,9.9,2.6,0.17,18.6,39.7,6.2,0.4,6.6,9.6,2.2,1.8,1.8,0.3,0,119,252,148,159,297,399,488,0.14,0.65,0.59,1.04
2023-6-17 12:00 AM,4.1,4.15,4.07,3160,2.86,19.34,5.61,3.57,2.85,62.17,0.77,0.28,1.53,2.27,58.6,1.9,1.4,10,2.2,0.16,20.4,38.2,6.2,0.1,6.3,10.3,2.4,1.3,1.7,0.2,0.5,117,258,152,160,298,387,453,0.15,0.75,0.62,1.35
2023-6-18 12:00 AM,4.1,4.15,3.7,3210,2.76,19.59,5.56,3.71,2.94,62.12,0.75,0.27,1.53,2.19,56.9,2.1,1.3,12.3,2.1,0.26,18.9,38,5.3,0.4,5.8,10.2,1.9,2,2.1,0.1,0,118,255,144,167,307,403,479,0.14,0.72,0.56,1.44
2023-6-19 12:00 AM,4.1,4.15,4.06,3120,2.75,19.25,5.56,3.54,2.84,62.08,0.75,0.27,1.46,2.31,57.1,2.2,1.2,13.1,2,0.15,18.9,38.2,6.1,0.1,6.2,10.1,2.4,1.3,1.7,0.1,0.2,113,250,154,147,282,404,459,0.17,0.75,0.61,1.09
2023-6-20 12:00 AM,4.1,4.33,4.2,3130,2.81,19.18,5.53,3.51,2.82,62.17,0.76,0.27,1.5,2.35,58.2,2.2,1.2,10.6,2.4,0.28,18.7,39.6,5.9,0.5,6.4,10,1.9,2.2,1.8,0.2,0.1,120,259,148,158,286,400,472,0.11,0.62,0.54,1
2023-6-21 12:00 AM,4.1,4.21,4.48,3090,2.79,19.47,5.47,3.71,2.78,62.55,0.73,0.26,1.6,2.73,58.5,2.1,1.1,10.5,2.3,0.23,20.3,38.2,4.9,0.6,5.5,10.4,2,2,1.7,0.2,0.8,118,245,148,166,304,407,483,0.21,0.88,0.85,1.05
2023-6-22 12:00 AM,4.1,4.27,3.46,3150,2.71,19.54,5.43,3.73,2.69,62.6,0.73,0.26,1.53,2.37,57.9,1.8,1.2,12.6,2.2,0.22,18.8,39.1,4.8,0.3,5.2,10.6,1.9,1.6,1.6,0.2,0.1,116,245,152,171,315,409,479,0.15,0.67,0.58,0.99
2023-6-23 12:00 AM,4.1,4.32,3.56,3080,2.76,19.41,5.44,3.84,2.64,62.38,0.73,0.26,1.59,2.43,56.3,1.8,1.2,12.7,2.5,0.21,18.6,37.7,4.7,0.3,5,10.6,2,1.5,1.5,0.3,1,120,258,151,149,272,391,477,0.14,0.69,0.61,1.03
2023-6-24 12:00 AM,4.1,4.19,3.41,3200,2.83,19.32,5.36,3.93,2.62,61.98,0.7,0.24,1.64,2.5,56.8,1.9,1.3,10.2,2.7,0.19,19.2,37.6,5.2,0.5,5.7,9.9,2.4,1.8,1.5,0.3,1.5,115,247,147,155,272,410,489,0.14,0.64,0.66,1.29
2023-6-25 12:00 AM,4.1,4.36,4.36,3140,2.83,19.64,5.45,3.96,2.71,62.4,0.71,0.25,1.64,2.36,54.7,1.7,1.2,14.6,2.6,0.18,13.4,41.3,3.8,0.3,4.1,12.3,2.1,2.1,1.5,0.2,0.1,116,262,164,144,295,374,475,0.79,1.78,0.57,0.97
2023-6-26 12:00 AM,4.1,4.49,4.08,3160,2.82,19.34,5.48,3.76,2.72,62.13,0.72,0.26,1.6,2.5,54.9,1.9,1.3,13.6,2.6,0.18,17,37.9,4.5,0.2,4.7,10.9,2.2,1.8,1.6,0.2,1.3,118,252,157,148,288,383,482,0.63,1.68,0.58,1.16
2023-6-27 12:00 AM,4.1,4.38,4.26,3190,2.83,19.6,5.49,3.77,2.73,62.13,0.73,0.26,1.71,2.68,54.4,1.8,1.2,13.8,2.6,0.14,17.4,37,4.7,0.4,5.1,10.9,2.2,1.9,1.6,0.3,1.3,120,246,156,165,302,417,493,0.94,2.08,0.74,1.01
2023-6-28 12:00 AM,4.1,4.35,4.08,3140,2.79,19.41,5.44,3.85,2.69,61.9,0.71,0.25,1.66,2.34,53.9,1.8,1.2,15.4,2.6,0.19,18.4,35.4,4.3,0.3,4.7,11,1.7,2.3,1.5,0.3,1.1,119,245,143,159,288,394,478,0.82,1.96,0.5,0.99
2023-6-29 12:00 AM,4.1,4.17,4.18,3150,2.91,19.29,5.5,3.78,2.74,62.25,0.73,0.26,1.66,2.42,56.4,2,1.4,12.3,2.8,0.16,18.4,38,5,0.5,5.5,10.8,2.5,2,1.6,0.1,0,115,245,126,164,296,419,469,0.94,2.03,0.56,1.1
2023-6-30 12:00 AM,4.1,4.11,4.17,3160,2.79,19,5.52,3.47,2.71,62.43,0.76,0.26,1.64,2.49,57.3,1.9,1.2,11.8,2.5,0.36,19,38.2,4.3,0.5,4.8,11.1,2.5,1.7,1.6,0.2,0.1,120,245,140,174,292,409,470,0.91,2.38,0.68,1.09
2023-7-1 12:00 AM,4.1,4.18,3.84,3140,2.88,19.09,5.46,3.6,2.7,62.22,0.75,0.26,1.62,2.51,57.6,1.8,1.3,11.1,2.7,0.32,16.5,41.1,5.1,0.1,5.2,10.6,2.5,1.8,1.6,0.2,0.1,117,249,139,156,297,391,478,0.48,1.17,0.62,0.94
2023-7-2 12:00 AM,4.1,3.8,3.21,3220,2.82,19.59,5.57,3.62,2.78,62.32,0.76,0.28,1.62,2.51,57.9,2,1.3,9.7,2.7,0.26,18.2,39.7,5,0.2,5.3,10.1,2,1.8,1.6,0.2,1.9,121,261,131,168,311,401,480,0.53,1.16,0.56,1.08
2023-7-3 12:00 AM,4.3,4.01,3.2,3130,2.72,19.02,5.48,3.82,2.74,62.54,0.72,0.26,1.68,2.64,58.1,2,1.1,11.5,2.6,0.35,18.3,39.8,4.3,0.2,4.6,11.4,1.8,1.9,1.5,0.2,0,120,247,152,166,315,421,485,0.36,0.95,0.78,0.85
2023-7-4 12:00 AM,4.3,4.18,3.73,3160,2.76,19.07,5.45,3.7,2.7,62.65,0.74,0.27,1.68,2.58,58.2,1.8,1.2,10.5,2.7,0.37,16.2,42,4.8,0.5,5.4,11,2,1.6,1.7,0.3,0,117,244,142,152,277,362,446,0.61,0.92,0.81,1.18
2023-7-5 12:00 AM,4.3,4.27,3.16,3250,2.79,19.04,5.48,3.68,2.67,62.57,0.73,0.27,1.8,2.76,58,1.8,1.3,9.2,3,0.48,16.9,41.1,4.8,0.8,5.6,10.4,2.2,1.8,1.5,0.3,1,120,247,135,160,291,385,484,0.38,0.95,0.36,1.34
2023-7-6 12:00 AM,4.3,4.2,3.4,3150,2.71,18.88,5.46,3.6,2.65,62.42,0.73,0.27,1.8,2.64,62.1,1,1.2,7.6,2.7,0.56,18.5,43.6,5.2,0.4,5.6,11,2.3,1.6,1.9,0.2,0.5,118,249,146,165,311,399,475,0.34,0.97,0.6,0.78
2023-7-7 12:00 AM,4.3,4.32,3.8,3200,2.78,19.18,5.51,3.58,2.73,62.53,0.75,0.28,1.8,2.53,60.3,1.1,1.3,9.1,3.1,0.29,17.7,42.5,5.4,0.2,5.6,11.4,2.1,1.8,1.8,0.3,0.1,118,250,136,169,306,383,481,0.5,0.75,0.59,0.99
2023-7-8 12:00 AM,4.3,4.27,3.88,3150,2.88,18.9,5.52,3.47,2.75,61.83,0.78,0.28,1.75,2.54,60.5,1,1.4,8,3.1,0.21,18.7,41.8,6,0.2,6.2,10.6,2.2,1.9,1.9,0.1,1.2,119,255,145,165,311,404,474,0.39,0.81,0.56,1.2
2023-7-9 12:00 AM,4.3,4.25,4.05,3070,2.84,19,5.52,3.55,2.75,62.48,0.76,0.28,1.75,2.57,59.3,1,1.4,9.4,2.9,0.37,20.4,38.9,5.5,0.4,5.9,10.9,2,1.9,1.8,0.2,0.6,116,249,159,157,284,399,466,0.15,0.8,0.58,1.03
2023-7-10 12:00 AM,4.3,4.3,3.78,3070,2.86,18.99,5.49,3.57,2.74,62.25,0.76,0.27,1.78,2.55,59.9,0.9,1.2,9.4,3,0.25,19.1,40.7,5.5,0.2,5.8,11,2.7,1.2,1.9,0.2,1.1,115,242,147,156,283,382,438,0.17,0.76,0.64,1.17
2023-7-11 12:00 AM,4.3,4.25,3.46,3180,2.81,19.13,5.54,3.53,2.78,62.39,0.76,0.27,1.72,2.59,59.7,1.3,1.4,9.5,3,0.34,17.8,41.9,5.7,0.3,6,10.8,2.2,1.4,1.8,0.2,0.3,117,251,134,172,319,408,481,0.15,0.79,0.65,0.97
2023-7-12 12:00 AM,4.3,4.38,3.2,3170,2.81,19.14,5.55,3.63,2.79,62.4,0.75,0.27,1.76,2.51,59.3,1,1.3,11,2.8,0.16,18.5,40.8,5.5,0,5.5,11.7,2.2,1.5,1.9,0.2,0,115,246,143,168,316,420,502,0.17,0.69,0.6,1.05
2023-7-13 12:00 AM,4.3,4.43,3.64,3150,2.89,19.21,5.55,3.63,2.8,62.39,0.77,0.28,1.73,2.53,57.5,1,1.4,10.7,2.9,0.2,17.8,39.7,5.6,0.2,5.8,11.1,2.8,1.1,2,0.2,1.2,113,245,142,171,326,411,500,0.16,0.8,0.64,0.89
2023-7-14 12:00 AM,4.3,4.43,4.36,3160,2.79,19.17,5.68,3.41,2.87,62.33,0.78,0.28,1.7,2.42,60.9,0.9,1.2,9.4,2.6,0.24,20.6,40.3,6.5,0.1,6.6,10.2,2,1.7,1.8,0.2,0.9,116,249,137,174,309,411,494,0.15,0.78,0.56,0.92
2023-7-15 12:00 AM,4.3,4.49,3.98,3100,2.88,18.99,5.66,3.37,2.84,62.34,0.79,0.28,1.68,2.59,59.9,0.9,1.4,9.4,3,0.24,19.5,40.4,6.6,0.2,6.8,10.1,2.3,1.7,1.9,0.2,0.4,118,246,139,165,309,393,468,0.13,0.72,0.63,0.96
2023-7-16 12:00 AM,4.3,4.39,3.93,3120,2.82,18.99,5.7,3.32,2.89,62.57,0.78,0.27,1.68,2.51,60.7,1.2,1.2,8.7,2.9,0.2,17.8,42.9,7,0.5,7.5,9.9,2,1.8,2,0.2,0.4,118,246,139,155,292,383,480,0.54,1.29,0.58,0.85
2023-7-17 12:00 AM,4.3,4.33,3.58,3140,2.78,19.42,6,3.27,3.05,62.63,0.8,0.28,1.74,2.5,58.5,1.5,1.1,9.5,2.7,0.24,18.3,40.2,7.8,0.8,8.5,9,2,2.3,2,0.3,0.5,126,249,142,171,322,418,501,0.51,1.42,0.55,0.9
2023-7-18 12:00 AM,4.3,4.5,3.72,3190,2.77,19.45,6,3.25,3.06,62.97,0.79,0.28,1.78,2.47,58.8,1,1,9.2,3.1,0.25,18.1,40.7,7.9,0.5,8.4,9,1.4,2.8,2.2,0.2,0.8,118,246,138,165,319,401,463,0.56,1.44,0.46,0.76
2023-7-19 12:00 AM,4.3,4.51,4.67,3180,2.76,19.41,5.89,3.13,2.92,62.8,0.77,0.28,1.84,2.37,60.4,1.1,1.2,9.3,2.7,0.39,20.6,39.9,8,0.5,8.5,8.5,2.2,1.6,1.6,0.2,0.5,120,243,135,153,306,400,467,0.92,1.78,0.56,1.05
2023-7-20 12:00 AM,4.3,4.59,4.46,3150,2.82,19.45,5.99,3.27,2.97,62.41,0.79,0.3,1.67,2.35,59.4,0.9,1.3,8.7,2.8,0.18,19.5,39.9,8,0.6,8.6,8.9,1.8,2.5,2.1,0.2,0.6,118,246,146,168,323,397,497,0.83,1.97,0.5,1
2023-7-21 12:00 AM,4.3,4.61,4.78,3160,2.82,19.49,6.02,3.25,3,62.35,0.8,0.3,1.67,2.36,60.1,1.3,1.2,8.4,2.6,0.26,20.2,39.9,7.9,0.5,8.4,9.4,1.9,2.1,1.9,0.2,0.3,120,262,145,152,301,393,482,0.93,2.02,0.57,1.08
